timestamp,open,high,low,close,volume
2025-08-09T02:00:00.000Z,116563.26,116563.26,116400.00,116404.00,173.10957
2025-08-09T03:00:00.000Z,116404.00,116482.28,116299.13,116384.01,482.04648
2025-08-09T04:00:00.000Z,116384.01,116675.99,116339.45,116434.76,377.42502
2025-08-09T05:00:00.000Z,116434.77,116980.00,116418.00,116739.23,1012.58137
2025-08-09T06:00:00.000Z,116739.23,116756.24,116532.77,116650.75,388.30445
2025-08-09T07:00:00.000Z,116650.75,116902.22,116633.88,116756.01,242.70175
2025-08-09T08:00:00.000Z,116756.00,117181.00,116756.00,117106.65,373.19101
2025-08-09T09:00:00.000Z,117106.66,117510.88,117045.54,117510.87,774.92238
2025-08-09T10:00:00.000Z,117510.88,117944.05,117382.27,117424.16,867.64459
2025-08-09T11:00:00.000Z,117424.16,117471.73,117082.43,117110.00,337.61342
2025-08-09T12:00:00.000Z,117110.00,117238.04,117010.00,117116.64,301.63531
2025-08-09T13:00:00.000Z,117116.65,117154.15,116878.68,116968.32,306.03785
2025-08-09T14:00:00.000Z,116968.32,117000.00,116748.20,116972.87,357.09924
2025-08-09T15:00:00.000Z,116972.87,117132.75,116700.01,116892.47,417.89197
2025-08-09T16:00:00.000Z,116892.48,116947.16,116642.67,116648.51,288.56338
2025-08-09T17:00:00.000Z,116648.51,116782.46,116619.77,116670.22,252.00135
2025-08-09T18:00:00.000Z,116670.22,116720.96,116555.02,116634.91,227.07359
2025-08-09T19:00:00.000Z,116634.91,116721.74,116500.00,116535.69,435.14207
2025-08-09T20:00:00.000Z,116535.68,117021.16,116504.53,116778.07,562.07841
2025-08-09T21:00:00.000Z,116778.07,116794.40,116359.89,116524.09,452.45503
2025-08-09T22:00:00.000Z,116524.09,116742.28,116500.00,116541.63,406.75315
2025-08-09T23:00:00.000Z,116541.62,116590.00,116436.15,116462.25,161.12374
2025-08-10T00:00:00.000Z,116462.25,116759.08,116460.63,116749.47,289.53628
2025-08-10T01:00:00.000Z,116749.46,116776.59,116539.99,116576.42,275.18169
2025-08-10T02:00:00.000Z,116576.42,117318.00,116576.41,117317.99,579.74957
2025-08-10T03:00:00.000Z,117317.99,118500.00,117250.41,118500.00,2748.21570
2025-08-10T04:00:00.000Z,118500.00,118741.77,118380.00,118485.45,980.85579
2025-08-10T05:00:00.000Z,118485.45,118511.00,117902.62,118045.00,566.81947
2025-08-10T06:00:00.000Z,118045.00,118161.05,117743.44,118074.24,319.46299
2025-08-10T07:00:00.000Z,118074.24,118238.87,117466.34,117808.30,576.94555
2025-08-10T08:00:00.000Z,117808.29,118400.00,117608.01,118308.85,375.95884
2025-08-10T09:00:00.000Z,118308.86,118441.48,118110.64,118293.08,372.51661
2025-08-10T10:00:00.000Z,118293.09,118293.45,117998.90,118020.00,328.37693
2025-08-10T11:00:00.000Z,118020.01,118500.00,117940.00,118330.58,429.47265
2025-08-10T12:00:00.000Z,118330.58,118737.26,118232.00,118514.00,629.53171
2025-08-10T13:00:00.000Z,118514.00,118683.87,118370.39,118452.00,392.64786
2025-08-10T14:00:00.000Z,118451.99,118850.00,118308.02,118779.00,740.25126
2025-08-10T15:00:00.000Z,118778.99,119113.94,118568.07,118815.00,1046.79677
2025-08-10T16:00:00.000Z,118815.00,118944.24,118623.14,118671.74,402.88128
2025-08-10T17:00:00.000Z,118671.75,118693.02,118453.48,118520.32,230.15923
2025-08-10T18:00:00.000Z,118520.33,118611.91,118433.80,118554.01,143.03169
2025-08-10T19:00:00.000Z,118554.01,118714.28,118462.29,118663.08,219.78592
2025-08-10T20:00:00.000Z,118663.09,118765.71,118074.99,118323.16,759.54759
2025-08-10T21:00:00.000Z,118323.00,118716.91,118092.00,118716.90,598.54997
2025-08-10T22:00:00.000Z,118716.90,119084.93,118615.44,119084.92,563.51750
2025-08-10T23:00:00.000Z,119084.93,119311.11,118861.16,119294.01,752.97788
